4,25,37,30,25,94,24,48,76,78,27,78,23,70,97,94,97,72,83,21,68,2,34,12,6,4,43,10,32,2,3,4,70,104,22,104,101,2,58,29,76,57,20,26,49,79,80,49,7,72,103,102,61,95,75,98,59,41,38,56,20,52,92,78,6,58,100,23,20,3,13,82,49,99,59,54,40,54,11,45,46,87,71,18,48,96,102,13,93,16,55,11,66,88,15,53,85,16,34,102,66,36,51,56,33
25,4,21,62,0,35,64,84,57,56,26,91,67,87,101,95,89,9,33,7,60,37,97,67,64,37,104,26,43,37,92,0,13,83,98,33,41,25,84,31,57,46,60,104,76,71,41,78,84,47,59,0,98,83,77,34,103,40,84,78,86,98,30,9,24,38,92,12,51,17,32,84,91,102,78,77,57,75,59,71,89,27,84,104,71,100,51,27,81,97,95,40,100,15,35,55,8,22,55,73,92,8,99,59,35
2,37,29,92,37,15,71,19,101,59,32,59,99,32,95,53,22,11,104,79,42,19,16,31,71,2,27,13,70,21,62,2,10,18,97,26,57,4,48,48,91,36,86,33,100,24,57,11,82,44,56,25,34,14,103,83,78,76,79,103,68,55,66,96,79,79,57,31,60,30,10,45,11,86,11,103,8,103,47,64,101,10,48,33,82,8,73,10,5,80,94,72,62,5,5,14,100,89,52,31,49,14,0,50,83
